LightGraphs.SimpleWeightedGraph,16,32,u,Majumdar-Ghosh_N16,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,2.0
2,3,1.0
2,4,2.0
3,4,1.0
3,5,2.0
4,5,1.0
4,6,2.0
5,6,1.0
5,7,2.0
6,7,1.0
6,8,2.0
7,8,1.0
7,9,2.0
8,9,1.0
8,10,2.0
9,10,1.0
9,11,2.0
10,11,1.0
10,12,2.0
11,12,1.0
11,13,2.0
12,13,1.0
12,14,2.0
13,14,1.0
1,15,2.0
13,15,2.0
14,15,1.0
1,16,1.0
2,16,2.0
14,16,2.0
15,16,1.0
LightGraphs.SimpleWeightedGraph,32,64,u,Majumdar-Ghosh_N32,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,2.0
2,3,1.0
2,4,2.0
3,4,1.0
3,5,2.0
4,5,1.0
4,6,2.0
5,6,1.0
5,7,2.0
6,7,1.0
6,8,2.0
7,8,1.0
7,9,2.0
8,9,1.0
8,10,2.0
9,10,1.0
9,11,2.0
10,11,1.0
10,12,2.0
11,12,1.0
11,13,2.0
12,13,1.0
12,14,2.0
13,14,1.0
13,15,2.0
14,15,1.0
14,16,2.0
15,16,1.0
15,17,2.0
16,17,1.0
16,18,2.0
17,18,1.0
17,19,2.0
18,19,1.0
18,20,2.0
19,20,1.0
19,21,2.0
20,21,1.0
20,22,2.0
21,22,1.0
21,23,2.0
22,23,1.0
22,24,2.0
23,24,1.0
23,25,2.0
24,25,1.0
24,26,2.0
25,26,1.0
25,27,2.0
26,27,1.0
26,28,2.0
27,28,1.0
27,29,2.0
28,29,1.0
28,30,2.0
29,30,1.0
1,31,2.0
29,31,2.0
30,31,1.0
1,32,1.0
2,32,2.0
30,32,2.0
31,32,1.0
LightGraphs.SimpleWeightedGraph,48,96,u,Majumdar-Ghosh_N48,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,2.0
2,3,1.0
2,4,2.0
3,4,1.0
3,5,2.0
4,5,1.0
4,6,2.0
5,6,1.0
5,7,2.0
6,7,1.0
6,8,2.0
7,8,1.0
7,9,2.0
8,9,1.0
8,10,2.0
9,10,1.0
9,11,2.0
10,11,1.0
10,12,2.0
11,12,1.0
11,13,2.0
12,13,1.0
12,14,2.0
13,14,1.0
13,15,2.0
14,15,1.0
14,16,2.0
15,16,1.0
15,17,2.0
16,17,1.0
16,18,2.0
17,18,1.0
17,19,2.0
18,19,1.0
18,20,2.0
19,20,1.0
19,21,2.0
20,21,1.0
20,22,2.0
21,22,1.0
21,23,2.0
22,23,1.0
22,24,2.0
23,24,1.0
23,25,2.0
24,25,1.0
24,26,2.0
25,26,1.0
25,27,2.0
26,27,1.0
26,28,2.0
27,28,1.0
27,29,2.0
28,29,1.0
28,30,2.0
29,30,1.0
29,31,2.0
30,31,1.0
30,32,2.0
31,32,1.0
31,33,2.0
32,33,1.0
32,34,2.0
33,34,1.0
33,35,2.0
34,35,1.0
34,36,2.0
35,36,1.0
35,37,2.0
36,37,1.0
36,38,2.0
37,38,1.0
37,39,2.0
38,39,1.0
38,40,2.0
39,40,1.0
39,41,2.0
40,41,1.0
40,42,2.0
41,42,1.0
41,43,2.0
42,43,1.0
42,44,2.0
43,44,1.0
43,45,2.0
44,45,1.0
44,46,2.0
45,46,1.0
1,47,2.0
45,47,2.0
46,47,1.0
1,48,1.0
2,48,2.0
46,48,2.0
47,48,1.0
LightGraphs.SimpleWeightedGraph,64,128,u,Majumdar-Ghosh_N64,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,2.0
2,3,1.0
2,4,2.0
3,4,1.0
3,5,2.0
4,5,1.0
4,6,2.0
5,6,1.0
5,7,2.0
6,7,1.0
6,8,2.0
7,8,1.0
7,9,2.0
8,9,1.0
8,10,2.0
9,10,1.0
9,11,2.0
10,11,1.0
10,12,2.0
11,12,1.0
11,13,2.0
12,13,1.0
12,14,2.0
13,14,1.0
13,15,2.0
14,15,1.0
14,16,2.0
15,16,1.0
15,17,2.0
16,17,1.0
16,18,2.0
17,18,1.0
17,19,2.0
18,19,1.0
18,20,2.0
19,20,1.0
19,21,2.0
20,21,1.0
20,22,2.0
21,22,1.0
21,23,2.0
22,23,1.0
22,24,2.0
23,24,1.0
23,25,2.0
24,25,1.0
24,26,2.0
25,26,1.0
25,27,2.0
26,27,1.0
26,28,2.0
27,28,1.0
27,29,2.0
28,29,1.0
28,30,2.0
29,30,1.0
29,31,2.0
30,31,1.0
30,32,2.0
31,32,1.0
31,33,2.0
32,33,1.0
32,34,2.0
33,34,1.0
33,35,2.0
34,35,1.0
34,36,2.0
35,36,1.0
35,37,2.0
36,37,1.0
36,38,2.0
37,38,1.0
37,39,2.0
38,39,1.0
38,40,2.0
39,40,1.0
39,41,2.0
40,41,1.0
40,42,2.0
41,42,1.0
41,43,2.0
42,43,1.0
42,44,2.0
43,44,1.0
43,45,2.0
44,45,1.0
44,46,2.0
45,46,1.0
45,47,2.0
46,47,1.0
46,48,2.0
47,48,1.0
47,49,2.0
48,49,1.0
48,50,2.0
49,50,1.0
49,51,2.0
50,51,1.0
50,52,2.0
51,52,1.0
51,53,2.0
52,53,1.0
52,54,2.0
53,54,1.0
53,55,2.0
54,55,1.0
54,56,2.0
55,56,1.0
55,57,2.0
56,57,1.0
56,58,2.0
57,58,1.0
57,59,2.0
58,59,1.0
58,60,2.0
59,60,1.0
59,61,2.0
60,61,1.0
60,62,2.0
61,62,1.0
1,63,2.0
61,63,2.0
62,63,1.0
1,64,1.0
2,64,2.0
62,64,2.0
63,64,1.0
LightGraphs.SimpleWeightedGraph,16,32,u,Majumdar-Ghosh_N16_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,1.0
2,3,1.0
2,4,1.0
3,4,1.0
3,5,1.0
4,5,1.0
4,6,1.0
5,6,1.0
5,7,1.0
6,7,1.0
6,8,1.0
7,8,1.0
7,9,1.0
8,9,1.0
8,10,1.0
9,10,1.0
9,11,1.0
10,11,1.0
10,12,1.0
11,12,1.0
11,13,1.0
12,13,1.0
12,14,1.0
13,14,1.0
1,15,1.0
13,15,1.0
14,15,1.0
1,16,1.0
2,16,1.0
14,16,1.0
15,16,1.0
LightGraphs.SimpleWeightedGraph,32,64,u,Majumdar-Ghosh_N32_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,1.0
2,3,1.0
2,4,1.0
3,4,1.0
3,5,1.0
4,5,1.0
4,6,1.0
5,6,1.0
5,7,1.0
6,7,1.0
6,8,1.0
7,8,1.0
7,9,1.0
8,9,1.0
8,10,1.0
9,10,1.0
9,11,1.0
10,11,1.0
10,12,1.0
11,12,1.0
11,13,1.0
12,13,1.0
12,14,1.0
13,14,1.0
13,15,1.0
14,15,1.0
14,16,1.0
15,16,1.0
15,17,1.0
16,17,1.0
16,18,1.0
17,18,1.0
17,19,1.0
18,19,1.0
18,20,1.0
19,20,1.0
19,21,1.0
20,21,1.0
20,22,1.0
21,22,1.0
21,23,1.0
22,23,1.0
22,24,1.0
23,24,1.0
23,25,1.0
24,25,1.0
24,26,1.0
25,26,1.0
25,27,1.0
26,27,1.0
26,28,1.0
27,28,1.0
27,29,1.0
28,29,1.0
28,30,1.0
29,30,1.0
1,31,1.0
29,31,1.0
30,31,1.0
1,32,1.0
2,32,1.0
30,32,1.0
31,32,1.0
LightGraphs.SimpleWeightedGraph,48,96,u,Majumdar-Ghosh_N48_EQW,1,Int64,Float64,simpleweightedgraph
1,2,1.0
1,3,1.0
2,3,1.0
2,4,1.0
